message_id,deal_id,channel,timestamp,sentiment,mentions_competitor,escalation_flag,content_summary
SLK-c3156406,DEAL-1010,#sales-updates,2026-05-22T00:00:00,neutral,False,False,Discussion regarding Hooli 10 - Enterprise License
SLK-4f27076a,DEAL-1010,#sales-updates,2026-05-28T00:00:00,negative,True,False,Discussion regarding Hooli 10 - Enterprise License
SLK-f8cc766b,DEAL-1010,#sales-updates,2026-05-23T00:00:00,positive,False,True,Discussion regarding Hooli 10 - Enterprise License
SLK-092371d6,DEAL-1011,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Initech 11 - Enterprise License
SLK-57a54039,DEAL-1011,#sales-updates,2026-05-23T00:00:00,negative,False,False,Discussion regarding Initech 11 - Enterprise License
SLK-f01196aa,DEAL-1011,#sales-updates,2026-05-26T00:00:00,neutral,False,False,Discussion regarding Initech 11 - Enterprise License
SLK-a948d875,DEAL-1011,#sales-updates,2026-05-25T00:00:00,neutral,False,False,Discussion regarding Initech 11 - Enterprise License
SLK-3418f13c,DEAL-1011,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Initech 11 - Enterprise License
SLK-b5413fa4,DEAL-1011,#sales-updates,2026-05-26T00:00:00,neutral,True,True,Discussion regarding Initech 11 - Enterprise License
SLK-440722d5,DEAL-1011,#sales-updates,2026-05-22T00:00:00,neutral,True,False,Discussion regarding Initech 11 - Enterprise License
SLK-a8e15667,DEAL-1011,#sales-updates,2026-05-25T00:00:00,negative,False,True,Discussion regarding Initech 11 - Enterprise License
SLK-0e4ce2ab,DEAL-1012,#sales-updates,2026-05-28T00:00:00,negative,False,False,Discussion regarding Initech 12 - Enterprise License
SLK-e4fa4cf6,DEAL-1012,#sales-updates,2026-05-24T00:00:00,neutral,True,False,Discussion regarding Initech 12 - Enterprise License
SLK-cfa0a55b,DEAL-1012,#sales-updates,2026-05-24T00:00:00,neutral,False,False,Discussion regarding Initech 12 - Enterprise License
SLK-469cf2e0,DEAL-1013,#sales-updates,2026-05-23T00:00:00,positive,False,False,Discussion regarding Wayne Enterprises 13 - Enterprise License
SLK-ea3ead6d,DEAL-1013,#sales-updates,2026-05-27T00:00:00,negative,True,True,Discussion regarding Wayne Enterprises 13 - Enterprise License
SLK-ad2675ee,DEAL-1014,#sales-updates,2026-05-23T00:00:00,neutral,False,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-646ee284,DEAL-1014,#sales-updates,2026-05-21T00:00:00,negative,False,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-d1d5bad4,DEAL-1014,#sales-updates,2026-05-30T00:00:00,positive,True,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-9f08b6be,DEAL-1014,#sales-updates,2026-05-29T00:00:00,negative,True,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-64d5fb06,DEAL-1014,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-9adf459b,DEAL-1014,#sales-updates,2026-05-26T00:00:00,positive,False,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-fb2a24ca,DEAL-1014,#sales-updates,2026-05-31T00:00:00,negative,True,False,Discussion regarding Acme Corp 14 - Enterprise License
SLK-a7faa454,DEAL-1015,#sales-updates,2026-05-28T00:00:00,neutral,False,False,Discussion regarding Initech 15 - Enterprise License
SLK-76984ce0,DEAL-1015,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Initech 15 - Enterprise License
SLK-4c4ea3fe,DEAL-1015,#sales-updates,2026-05-31T00:00:00,negative,False,True,Discussion regarding Initech 15 - Enterprise License
SLK-b62a6aab,DEAL-1015,#sales-updates,2026-05-29T00:00:00,positive,True,False,Discussion regarding Initech 15 - Enterprise License
SLK-cfcd51fd,DEAL-1015,#sales-updates,2026-05-21T00:00:00,neutral,True,False,Discussion regarding Initech 15 - Enterprise License
SLK-d6817806,DEAL-1015,#sales-updates,2026-05-24T00:00:00,positive,True,True,Discussion regarding Initech 15 - Enterprise License
SLK-49648da8,DEAL-1015,#sales-updates,2026-05-21T00:00:00,neutral,False,True,Discussion regarding Initech 15 - Enterprise License
SLK-b04c6fda,DEAL-1015,#sales-updates,2026-05-24T00:00:00,negative,True,True,Discussion regarding Initech 15 - Enterprise License
SLK-ada6a6e7,DEAL-1016,#sales-updates,2026-05-30T00:00:00,positive,False,False,Discussion regarding Cyberdyne 16 - Enterprise License
SLK-2b391ff9,DEAL-1016,#sales-updates,2026-05-25T00:00:00,positive,True,False,Discussion regarding Cyberdyne 16 - Enterprise License
SLK-12bf8741,DEAL-1016,#sales-updates,2026-05-26T00:00:00,neutral,False,False,Discussion regarding Cyberdyne 16 - Enterprise License
SLK-94e50c3a,DEAL-1016,#sales-updates,2026-05-22T00:00:00,positive,True,False,Discussion regarding Cyberdyne 16 - Enterprise License
SLK-9bcb1772,DEAL-1016,#sales-updates,2026-05-25T00:00:00,negative,True,True,Discussion regarding Cyberdyne 16 - Enterprise License
SLK-4c8db649,DEAL-1017,#sales-updates,2026-05-29T00:00:00,neutral,True,False,Discussion regarding Stark Industries 17 - Enterprise License
SLK-befd2fb4,DEAL-1017,#sales-updates,2026-05-24T00:00:00,positive,False,False,Discussion regarding Stark Industries 17 - Enterprise License
SLK-a8862790,DEAL-1017,#sales-updates,2026-05-24T00:00:00,neutral,False,False,Discussion regarding Stark Industries 17 - Enterprise License
SLK-0f08eec1,DEAL-1017,#sales-updates,2026-05-24T00:00:00,neutral,True,False,Discussion regarding Stark Industries 17 - Enterprise License
SLK-ff0dd5ac,DEAL-1017,#sales-updates,2026-05-29T00:00:00,neutral,False,True,Discussion regarding Stark Industries 17 - Enterprise License
SLK-516d5e4e,DEAL-1018,#sales-updates,2026-05-29T00:00:00,negative,False,False,Discussion regarding Acme Corp 18 - Enterprise License
SLK-b4ba6452,DEAL-1018,#sales-updates,2026-05-27T00:00:00,negative,False,False,Discussion regarding Acme Corp 18 - Enterprise License
SLK-1befc491,DEAL-1018,#sales-updates,2026-05-27T00:00:00,negative,False,False,Discussion regarding Acme Corp 18 - Enterprise License
SLK-97e03ce0,DEAL-1019,#sales-updates,2026-05-29T00:00:00,neutral,True,False,Discussion regarding Initech 19 - Enterprise License
SLK-f0f8832c,DEAL-1019,#sales-updates,2026-05-25T00:00:00,neutral,False,False,Discussion regarding Initech 19 - Enterprise License
SLK-29b1e240,DEAL-1019,#sales-updates,2026-05-21T00:00:00,negative,True,False,Discussion regarding Initech 19 - Enterprise License
SLK-9a53a68e,DEAL-1019,#sales-updates,2026-05-21T00:00:00,negative,False,True,Discussion regarding Initech 19 - Enterprise License
SLK-d40e2c1f,DEAL-1019,#sales-updates,2026-05-24T00:00:00,positive,True,False,Discussion regarding Initech 19 - Enterprise License
SLK-bb81830f,DEAL-1019,#sales-updates,2026-05-28T00:00:00,positive,False,False,Discussion regarding Initech 19 - Enterprise License
SLK-c7abdfa7,DEAL-1019,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Initech 19 - Enterprise License
SLK-1207c97a,DEAL-1019,#sales-updates,2026-05-23T00:00:00,positive,True,True,Discussion regarding Initech 19 - Enterprise License
SLK-ec69e162,DEAL-1020,#sales-updates,2026-05-26T00:00:00,neutral,True,False,Discussion regarding Soylent 20 - Enterprise License
SLK-f3495531,DEAL-1020,#sales-updates,2026-05-30T00:00:00,neutral,False,False,Discussion regarding Soylent 20 - Enterprise License
SLK-5b3ed61c,DEAL-1020,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Soylent 20 - Enterprise License
SLK-6c303fc5,DEAL-1020,#sales-updates,2026-05-31T00:00:00,positive,False,False,Discussion regarding Soylent 20 - Enterprise License
SLK-59ed6d8d,DEAL-1020,#sales-updates,2026-05-21T00:00:00,positive,False,False,Discussion regarding Soylent 20 - Enterprise License
SLK-ce3c9bfe,DEAL-1021,#sales-updates,2026-05-25T00:00:00,positive,False,False,Discussion regarding Globex 21 - Enterprise License
SLK-5544cf44,DEAL-1021,#sales-updates,2026-05-24T00:00:00,negative,False,False,Discussion regarding Globex 21 - Enterprise License
SLK-b48ce1a5,DEAL-1021,#sales-updates,2026-05-30T00:00:00,positive,False,True,Discussion regarding Globex 21 - Enterprise License
SLK-30d36af0,DEAL-1021,#sales-updates,2026-05-26T00:00:00,positive,False,False,Discussion regarding Globex 21 - Enterprise License
SLK-83a26c6b,DEAL-1021,#sales-updates,2026-05-24T00:00:00,neutral,True,True,Discussion regarding Globex 21 - Enterprise License
SLK-9f205c90,DEAL-1021,#sales-updates,2026-05-21T00:00:00,positive,False,True,Discussion regarding Globex 21 - Enterprise License
SLK-fc0cd6ec,DEAL-1021,#sales-updates,2026-05-27T00:00:00,positive,False,False,Discussion regarding Globex 21 - Enterprise License
SLK-fc78f89f,DEAL-1021,#sales-updates,2026-05-23T00:00:00,negative,False,True,Discussion regarding Globex 21 - Enterprise License
SLK-c01aee27,DEAL-1022,#sales-updates,2026-05-30T00:00:00,negative,True,True,Discussion regarding Oscorp 22 - Enterprise License
SLK-580d0c5d,DEAL-1022,#sales-updates,2026-05-31T00:00:00,positive,False,False,Discussion regarding Oscorp 22 - Enterprise License
SLK-23f9e52e,DEAL-1023,#sales-updates,2026-05-29T00:00:00,neutral,True,True,Discussion regarding Initech 23 - Enterprise License
SLK-30b1cf88,DEAL-1023,#sales-updates,2026-05-22T00:00:00,negative,False,False,Discussion regarding Initech 23 - Enterprise License
SLK-42846b8d,DEAL-1023,#sales-updates,2026-05-25T00:00:00,neutral,False,False,Discussion regarding Initech 23 - Enterprise License
SLK-63289785,DEAL-1023,#sales-updates,2026-05-30T00:00:00,positive,False,False,Discussion regarding Initech 23 - Enterprise License
SLK-f8b44ca1,DEAL-1023,#sales-updates,2026-05-30T00:00:00,neutral,False,False,Discussion regarding Initech 23 - Enterprise License
SLK-479d7d68,DEAL-1023,#sales-updates,2026-05-29T00:00:00,neutral,False,False,Discussion regarding Initech 23 - Enterprise License
SLK-181a3571,DEAL-1023,#sales-updates,2026-05-27T00:00:00,negative,False,False,Discussion regarding Initech 23 - Enterprise License
SLK-dc68f9de,DEAL-1023,#sales-updates,2026-05-21T00:00:00,neutral,True,False,Discussion regarding Initech 23 - Enterprise License
SLK-d1250505,DEAL-1023,#sales-updates,2026-05-24T00:00:00,positive,False,True,Discussion regarding Initech 23 - Enterprise License
SLK-c1a67ac7,DEAL-1024,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-92ca8b67,DEAL-1024,#sales-updates,2026-05-30T00:00:00,negative,True,False,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-248baa60,DEAL-1024,#sales-updates,2026-05-28T00:00:00,neutral,False,True,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-e927307f,DEAL-1024,#sales-updates,2026-05-28T00:00:00,negative,False,True,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-f35e5e4c,DEAL-1024,#sales-updates,2026-05-26T00:00:00,positive,False,False,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-a75482b9,DEAL-1024,#sales-updates,2026-05-28T00:00:00,negative,False,False,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-c39011da,DEAL-1024,#sales-updates,2026-05-26T00:00:00,negative,False,False,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-481c0b84,DEAL-1024,#sales-updates,2026-05-30T00:00:00,negative,False,True,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-2de357da,DEAL-1024,#sales-updates,2026-05-27T00:00:00,neutral,False,False,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-293314d2,DEAL-1024,#sales-updates,2026-05-28T00:00:00,neutral,True,True,Discussion regarding Wayne Enterprises 24 - Enterprise License
SLK-3c1f031f,DEAL-1025,#sales-updates,2026-05-24T00:00:00,positive,False,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-3a9a0ab9,DEAL-1025,#sales-updates,2026-05-22T00:00:00,negative,False,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-e8b3a432,DEAL-1025,#sales-updates,2026-05-25T00:00:00,neutral,False,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-0e1e1817,DEAL-1025,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-a58d9667,DEAL-1025,#sales-updates,2026-05-29T00:00:00,negative,False,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-0507b8c0,DEAL-1025,#sales-updates,2026-05-21T00:00:00,positive,True,True,Discussion regarding Stark Industries 25 - Enterprise License
SLK-b661b04a,DEAL-1025,#sales-updates,2026-05-31T00:00:00,positive,False,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-bc07c742,DEAL-1025,#sales-updates,2026-05-21T00:00:00,neutral,True,False,Discussion regarding Stark Industries 25 - Enterprise License
SLK-e4e8eb81,DEAL-1026,#sales-updates,2026-05-23T00:00:00,negative,False,False,Discussion regarding Hooli 26 - Enterprise License
SLK-0658bc31,DEAL-1026,#sales-updates,2026-05-27T00:00:00,neutral,False,True,Discussion regarding Hooli 26 - Enterprise License
SLK-fa547a86,DEAL-1026,#sales-updates,2026-05-29T00:00:00,negative,False,False,Discussion regarding Hooli 26 - Enterprise License
SLK-b8c5a733,DEAL-1026,#sales-updates,2026-05-29T00:00:00,neutral,False,False,Discussion regarding Hooli 26 - Enterprise License
SLK-5b966bbf,DEAL-1026,#sales-updates,2026-05-22T00:00:00,positive,False,False,Discussion regarding Hooli 26 - Enterprise License
SLK-a44d7988,DEAL-1027,#sales-updates,2026-05-22T00:00:00,negative,False,True,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-3f5b0dd7,DEAL-1027,#sales-updates,2026-05-21T00:00:00,neutral,True,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-6b5165f7,DEAL-1027,#sales-updates,2026-05-26T00:00:00,negative,False,True,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-cd18d5d3,DEAL-1027,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-b44619b0,DEAL-1027,#sales-updates,2026-05-26T00:00:00,neutral,True,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-6684366c,DEAL-1027,#sales-updates,2026-05-29T00:00:00,positive,True,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-850dec00,DEAL-1027,#sales-updates,2026-05-24T00:00:00,negative,False,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-fd7c9237,DEAL-1027,#sales-updates,2026-05-23T00:00:00,negative,False,True,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-24909308,DEAL-1027,#sales-updates,2026-05-30T00:00:00,negative,False,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-c92a9c80,DEAL-1027,#sales-updates,2026-05-22T00:00:00,positive,False,False,Discussion regarding Cyberdyne 27 - Enterprise License
SLK-f8778af5,DEAL-1028,#sales-updates,2026-05-22T00:00:00,neutral,False,True,Discussion regarding Oscorp 28 - Enterprise License
SLK-d4989c2e,DEAL-1028,#sales-updates,2026-05-26T00:00:00,negative,False,False,Discussion regarding Oscorp 28 - Enterprise License
SLK-32c4a56c,DEAL-1028,#sales-updates,2026-05-30T00:00:00,negative,True,True,Discussion regarding Oscorp 28 - Enterprise License
SLK-0199af3f,DEAL-1028,#sales-updates,2026-05-27T00:00:00,neutral,False,False,Discussion regarding Oscorp 28 - Enterprise License
SLK-a1884e78,DEAL-1028,#sales-updates,2026-05-28T00:00:00,neutral,False,True,Discussion regarding Oscorp 28 - Enterprise License
SLK-c3775ee3,DEAL-1028,#sales-updates,2026-05-26T00:00:00,neutral,True,False,Discussion regarding Oscorp 28 - Enterprise License
SLK-d2882ea5,DEAL-1028,#sales-updates,2026-05-22T00:00:00,neutral,True,False,Discussion regarding Oscorp 28 - Enterprise License
SLK-eed33be0,DEAL-1028,#sales-updates,2026-05-22T00:00:00,negative,False,True,Discussion regarding Oscorp 28 - Enterprise License
SLK-c797033b,DEAL-1028,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Oscorp 28 - Enterprise License
SLK-0f00048d,DEAL-1028,#sales-updates,2026-05-27T00:00:00,negative,False,False,Discussion regarding Oscorp 28 - Enterprise License
